日本,#genre#
西乡-1,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226556/index.m3u8
榆林-1,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226377/1.m3u8
商洛-1,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226378/1.m3u8
渭南-1,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226376/1.m3u8
安康-1,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226385/1.m3u8
纪实人文,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226230/index.m3u8
山东教育卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226238/index.m3u8
置业频道,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226241/index.m3u8
京视剧场,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226242/index.m3u8
家庭理财,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226244/index.m3u8
奕坦春秋,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226245/index.m3u8
发现之旅,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226235/index.m3u8
老故事,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226236/index.m3u8
CETV1,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225753/index.m3u8
CETV2,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225756/index.m3u8
CETV3,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226226/index.m3u8
CETV4,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226225/index.m3u8

广西卫视,http://111.12.110.134:6610/PLTV/77777777/224/3221225767/index.m3u8?hls
广东卫视,http://111.12.110.134:6610/PLTV/77777777/224/3221225666/index.m3u8?hls
广东珠江,http://111.12.110.134:6610/PLTV/77777777/224/3221225717/index.m3u8?hls
深圳卫视,http://111.12.110.134:6610/PLTV/77777777/224/3221225725/index.m3u8?hls
北京卫视,http://111.12.110.134:6610/PLTV/77777777/224/3221225651/index.m3u8?hls
东方卫视,http://111.12.110.134:6610/PLTV/77777777/224/3221225718/index.m3u8?hls
天津卫视,http://111.12.110.134:6610/PLTV/77777777/224/3221225675/index.m3u8?hls
重庆卫视,http://111.12.110.134:6610/PLTV/77777777/224/3221225745/index.m3u8?hls
江苏卫视,http://111.12.110.134:6610/PLTV/77777777/224/3221225722/index.m3u8?hls
浙江卫视,http://111.12.110.134:6610/PLTV/77777777/224/3221225731/index.m3u8?hls
湖南卫视,http://111.12.110.134:6610/PLTV/77777777/224/3221225719/index.m3u8?hls
湖北卫视,http://111.12.110.134:6610/PLTV/77777777/224/3221225721/index.m3u8?hls
山东卫视,http://111.12.110.134:6610/PLTV/77777777/224/3221225672/index.m3u8?hls
安徽卫视,http://111.12.110.134:6610/PLTV/77777777/224/3221225701/index.m3u8?hls
东南卫视,http://111.12.110.134:6610/PLTV/77777777/224/3221225904/index.m3u8?hls
河南卫视,http://111.12.110.134:6610/PLTV/77777777/224/3221225806/index.m3u8?hls
河北卫视,http://111.12.110.134:6610/PLTV/77777777/224/3221225773/index.m3u8?hls
江西卫视,http://111.12.110.134:6610/PLTV/77777777/224/3221225957/index.m3u8?hls
辽宁卫视,http://111.12.110.134:6610/PLTV/77777777/224/3221225779/index.m3u8?hls
吉林卫视,http://111.12.110.134:6610/PLTV/77777777/224/3221225678/index.m3u8?hls
黑龙江卫视,http://111.12.110.134:6610/PLTV/77777777/224/3221225734/index.m3u8?hls
海南卫视,http://111.12.110.134:6610/PLTV/77777777/224/3221225752/index.m3u8?hls
四川卫视,http://111.12.110.134:6610/PLTV/77777777/224/3221225757/index.m3u8?hls
贵州卫视,http://111.12.110.134:6610/PLTV/77777777/224/3221225770/index.m3u8?hls
云南卫视,http://111.12.110.134:6610/PLTV/77777777/224/3221225794/index.m3u8?hls
甘肃卫视,http://111.12.110.134:6610/PLTV/77777777/224/3221225764/index.m3u8?hls
青海卫视,http://111.12.110.134:6610/PLTV/77777777/224/3221225705/index.m3u8?hls


📡  百视通BesTV,#genre#
CCTV1 8M,http://nas.jdshipin.com:8801/bst.php?id=cctv1
CCTV2 8M,http://nas.jdshipin.com:8801/bst.php?id=cctv2
CCTV3 8M,http://nas.jdshipin.com:8801/bst.php?id=cctv3
CCTV4 8M,http://nas.jdshipin.com:8801/bst.php?id=cctv4
CCTV5 8M,http://nas.jdshipin.com:8801/bst.php?id=cctv5
CCTV5+ 8M,http://nas.jdshipin.com:8801/bst.php?id=cctv5p
CCTV6 8M,http://nas.jdshipin.com:8801/bst.php?id=cctv6
CCTV7 8M,http://nas.jdshipin.com:8801/bst.php?id=cctv7
CCTV8 8M,http://nas.jdshipin.com:8801/bst.php?id=cctv8
CCTV9 8M,http://nas.jdshipin.com:8801/bst.php?id=cctv9
CCTV10 8M,http://nas.jdshipin.com:8801/bst.php?id=cctv10
CCTV11 8M,http://nas.jdshipin.com:8801/bst.php?id=cctv11
CCTV12 8M,http://nas.jdshipin.com:8801/bst.php?id=cctv12
CCTV13 8M,http://nas.jdshipin.com:8801/bst.php?id=cctv13
CCTV14 8M,http://nas.jdshipin.com:8801/bst.php?id=cctv14
CCTV15 8M,http://nas.jdshipin.com:8801/bst.php?id=cctv15
CCTV16 8M,http://nas.jdshipin.com:8801/bst.php?id=cctv16
CCTV17 8M,http://nas.jdshipin.com:8801/bst.php?id=cctv17
中国教育1台,http://nas.jdshipin.com:8801/bst.php?id=zgjy1
中国教育2台,http://nas.jdshipin.com:8801/bst.php?id=zgjy2
中国教育4台,http://nas.jdshipin.com:8801/bst.php?id=zgjy4
金鹰卡通,http://nas.jdshipin.com:8801/bst.php?id=jykt
嘉佳卡通,http://nas.jdshipin.com:8801/bst.php?id=jjkt
中国天气,http://nas.jdshipin.com:8801/bst.php?id=zgtq
财富天下,http://nas.jdshipin.com:8801/bst.php?id=cftx
CCTV4K,http://nas.jdshipin.com:8801/bst.php?id=cctv4k
CCTV16_4K,http://nas.jdshipin.com:8801/bst.php?id=cctv164k
欢笑剧场4K,http://nas.jdshipin.com:8801/bst.php?id=hxjc4k
江苏卫视 8M,http://nas.jdshipin.com:8801/bst.php?id=jsws
广西卫视 8M,http://nas.jdshipin.com:8801/bst.php?id=gxws
四川卫视 8M,http://nas.jdshipin.com:8801/bst.php?id=scws
湖南卫视 8M,http://nas.jdshipin.com:8801/bst.php?id=hunan
浙江卫视 8M,http://nas.jdshipin.com:8801/bst.php?id=zjws
东方卫视 8M,http://nas.jdshipin.com:8801/bst.php?id=dfws
北京卫视 8M,http://nas.jdshipin.com:8801/bst.php?id=bjws
天津卫视 8M,http://nas.jdshipin.com:8801/bst.php?id=tjws
辽宁卫视 8M,http://nas.jdshipin.com:8801/bst.php?id=lnws
安徽卫视 8M,http://nas.jdshipin.com:8801/bst.php?id=ahws
黑龙江卫视 8M,http://nas.jdshipin.com:8801/bst.php?id=hljws
广东卫视 8M,http://nas.jdshipin.com:8801/bst.php?id=gdws
深圳卫视 8M,http://nas.jdshipin.com:8801/bst.php?id=szws
湖北卫视 8M,http://nas.jdshipin.com:8801/bst.php?id=hubei
吉林卫视 8M,http://nas.jdshipin.com:8801/bst.php?id=jlws
山东卫视 8M,http://nas.jdshipin.com:8801/bst.php?id=sdws
江西卫视 8M,http://nas.jdshipin.com:8801/bst.php?id=jxws
河南卫视 8M,http://nas.jdshipin.com:8801/bst.php?id=hnws
河北卫视 8M,http://nas.jdshipin.com:8801/bst.php?id=hbws
甘肃卫视 8M,http://nas.jdshipin.com:8801/bst.php?id=gsws
重庆卫视 8M,http://nas.jdshipin.com:8801/bst.php?id=cqws
东南卫视 8M,http://nas.jdshipin.com:8801/bst.php?id=dnws
云南卫视 8M,http://nas.jdshipin.com:8801/bst.php?id=ynws
贵州卫视 8M,http://nas.jdshipin.com:8801/bst.php?id=gzws
海南卫视 8M,http://nas.jdshipin.com:8801/bst.php?id=hainan
康巴卫视,http://nas.jdshipin.com:8801/bst.php?id=kbws
内蒙古卫视,http://nas.jdshipin.com:8801/bst.php?id=nmgws
兵团卫视,http://nas.jdshipin.com:8801/bst.php?id=btws
新疆卫视,http://nas.jdshipin.com:8801/bst.php?id=xjws
西藏卫视,http://nas.jdshipin.com:8801/bst.php?id=xzws
西藏藏语,http://nas.jdshipin.com:8801/bst.php?id=xzzy
青海卫视,http://nas.jdshipin.com:8801/bst.php?id=qhws
宁夏卫视,http://nas.jdshipin.com:8801/bst.php?id=nxws
山西卫视,http://nas.jdshipin.com:8801/bst.php?id=shanxi
陕西卫视,http://nas.jdshipin.com:8801/bst.php?id=sxws
欢笑剧场 8M,http://nas.jdshipin.com:8801/bst.php?id=hxjc
劲爆体育 8M,http://nas.jdshipin.com:8801/bst.php?id=jbty
快乐垂钓 8M,http://nas.jdshipin.com:8801/bst.php?id=klcd
金鹰纪实 8M,http://nas.jdshipin.com:8801/bst.php?id=jyjs
戏曲精选 8M,http://nas.jdshipin.com:8801/bst.php?id=xqjx
浦东电视台,http://nas.jdshipin.com:8801/bst.php?id=pudong
上海第一财经 8M,http://nas.jdshipin.com:8801/bst.php?id=dycj
上视新闻 8M,http://nas.jdshipin.com:8801/bst.php?id=shxwzh
上海都市 8M,http://nas.jdshipin.com:8801/bst.php?id=shds
上海纪实 8M,http://nas.jdshipin.com:8801/bst.php?id=jsrw
五星体育 8M,http://nas.jdshipin.com:8801/bst.php?id=wxty
上视外语 8M,http://nas.jdshipin.com:8801/bst.php?id=ics
七彩戏剧 8M,http://nas.jdshipin.com:8801/bst.php?id=qcxj
上海教育 8M,http://nas.jdshipin.com:8801/bst.php?id=shjy
全纪实 8M,http://nas.jdshipin.com:8801/bst.php?id=leyou
生活时尚 8M,http://nas.jdshipin.com:8801/bst.php?id=shss
游戏风云 8M,http://nas.jdshipin.com:8801/bst.php?id=yxfy
热门综艺 8M,http://nas.jdshipin.com:8801/bst.php?id=rmzy
超级体育 8M,http://nas.jdshipin.com:8801/bst.php?id=cjty
健康养生 8M,http://nas.jdshipin.com:8801/bst.php?id=jkys
百变课堂 8M,http://nas.jdshipin.com:8801/bst.php?id=bbkt
看天下精选 8M,http://nas.jdshipin.com:8801/bst.php?id=ktxjx
电竞天堂 8M,http://nas.jdshipin.com:8801/bst.php?id=djtt
青春动漫 8M,http://nas.jdshipin.com:8801/bst.php?id=qcdm
宝宝动画 8M,http://nas.jdshipin.com:8801/bst.php?id=bbdh
卡酷少儿 8M,http://nas.jdshipin.com:8801/bst.php?id=kkse
纪实科教 8M,http://nas.jdshipin.com:8801/bst.php?id=bjjskj
茶频道 8M,http://nas.jdshipin.com:8801/bst.php?id=cpd
足球高清 8M,http://nas.jdshipin.com:8801/bst.php?id=zqgq
炫动卡通 8M,http://nas.jdshipin.com:8801/bst.php?id=hhxd
东方财经 8M,http://nas.jdshipin.com:8801/bst.php?id=dfcj
都市剧场 8M,http://nas.jdshipin.com:8801/bst.php?id=dsjc
动漫秀场 8M,http://nas.jdshipin.com:8801/bst.php?id=dmxc
法治天地 8M,http://nas.jdshipin.com:8801/bst.php?id=fztd
金色学堂 8M,http://nas.jdshipin.com:8801/bst.php?id=jsxt
魅力足球 8M,http://nas.jdshipin.com:8801/bst.php?id=mlzq
福建综合,http://nas.jdshipin.com:8801/bst.php?id=fjzh
福建新闻,http://nas.jdshipin.com:8801/bst.php?id=fjxw
福建电视剧,http://nas.jdshipin.com:8801/bst.php?id=fjdsj
福建经济,http://nas.jdshipin.com:8801/bst.php?id=fjjj
福建文体,http://nas.jdshipin.com:8801/bst.php?id=fjwt
福建少儿,http://nas.jdshipin.com:8801/bst.php?id=fjse
福建旅游,http://nas.jdshipin.com:8801/bst.php?id=fjly
福建公共,http://nas.jdshipin.com:8801/bst.php?id=fjgg
福建教育,http://nas.jdshipin.com:8801/bst.php?id=fjjy
海峡卫视,http://nas.jdshipin.com:8801/bst.php?id=hxws
BESTV台,http://nas.jdshipin.com:8801/bst.php?id=hyyy8m/8000000

📡  国际,#genre#
朝鮮中央台,https://epg.pw/stream/9b1597f57763b9bbcb425fb2b5b39938dc76f1bba9004d1281c748a1432e7cf6.m3u8
卡塔尔·半岛新闻,#https://live-hls-aje-ak.getaj.net/AJE/01.m3u8#https://live-hls-v3-aje.getaj.net/AJE-V3/01.m3u8
CNN新闻,https://cnn-cnninternational-1-eu.rakuten.wurl.tv/f93b9a949a4a8651dd5a2f42e3a2b6f9.m3u8
FOX新闻,https://fox-foxnewsnow-samsungus.amagi.tv/playlist720p.m3u8
CNA新闻,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8
BBC美洲,https://bcovlive-a.akamaihd.net/cde8d9416f6d4f1da0a4e8cfde6e8b2c/us-east-1/6240731308001/playlist.m3u8
CBS新闻,https://www.cbsnews.com/common/video/cbsn-ny-prod.m3u8
CBN新闻,https://bcovlive-a.akamaihd.net/re8d9f611ee4a490a9bb59e52db91414d/us-east-1/734546207001/playlist.m3u8
NHK世界,https://nhkwlive-ojp.akamaized.net/hls/live/2003459/nhkwlive-ojp-en/index_4M.m3u8
GB新闻,https://live-gbnews.simplestreamcdn.com/live5/gbnews/bitrate1.isml/manifest.m3u8
RT新闻,https://rt-glb.rttv.com/dvr/rtnews/playlist_4500Kb.m3u8
RT纪录,https://rt-rtd.rttv.com/live/rtdoc/playlist_4500Kb.m3u8
美国·彭博财经,https://liveprodusphoenixeast.akamaized.net/USPhx-HD/Channel-TX-USPhx-AWS-virginia-1/Source-USPhx-16k-1-s6lk2-BP-07-02-81ykIWnsMsg_live.m3u8
新加坡·亚洲新闻,http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8
欧洲·Eurosport1,http://a16e00c6.ucomist.net/iptv/UPKY3Y8BF6KNX8/141/index.m3u8
欧洲·Eurosport2,http://a16e00c6.ucomist.net/iptv/UPKY3Y8BF6KNX8/12048/index.m3u8
加拿大·Global新闻,https://live.corusdigitaldev.com/groupd/live/49a91e7f-1023-430f-8d66-561055f3d0f7/live.isml/master.m3u8
法国·Fashion 4K,https://fash2043.cloudycdn.services/slive/ftv_ftv_4k_hevc_73d_42080_default_466_hls.smil/playlist.m3u8
澳大利亚·ABC新闻,https://abc-iview-mediapackagestreams-2.akamaized.net/out/v1/6e1cc6d25ec0480ea099a5399d73bc4b/index_45.m3u8
日本·Fuji,http://asia.vthanhtivi.pw/Fuji_TV/index.m3u8
日本·24新闻,https://n24-cdn-live.ntv.co.jp/ch01/index_high.m3u8
俄罗斯·BRICS中文,http://brics.bonus-tv.ru/cdn/brics/chinese/tracks-v1a1/index.m3u8
美·NASA 1,https://ntv1.akamaized.net/hls/live/2014075/NASA-NTV1-HLS/master_2000.m3u8
美·NASA 2,https://ntv2.akamaized.net/hls/live/2013923/NASA-NTV2-HLS/master_2000.m3u8
美·红牛运动,http://rbmn-live.akamaized.net/hls/live/590964/BoRB-AT/master_1660.m3u8
韩·SBS,http://1.245.74.5:1935/live/tv/.m3u8
韩·阿里郎Korea,http://amdlive.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch.smil/playlist.m3u8
韩·JobPlusTV,http://live.worktv.or.kr:1935/live/wowtvlive1.sdp/playlist.m3u8
韩·GS My Shop,https://gstv-myshop.gsshop.com/myshop_hd/myshop_hd.stream/playlist.m3u8
韩·KoreaTV,https://hlive.ktv.go.kr/live/klive_h.stream/playlist.m3u8
韩·TBS,https://cdntv.tbs.seoul.kr/tbs/_definst_/tbs_tv_web_720.smil/playlist.m3u8
韩·KBS World,https://kbsworld-ott.akamaized.net/hls/live/2002341/kbsworld/01.m3u8
韩·EBS1,http://ebsonairios.ebs.co.kr/groundwavefamilypc/familypc1m/playlist.m3u8
韩·EBS2,http://ebsonairios.ebs.co.kr/ebs2familypc/familypc1m/playlist.m3u8
韩·EBSe,http://ebsonairios.ebs.co.kr/plus3familypc/familypc1m/playlist.m3u8
韩·NBS,https://media.joycorp.co.kr:4443/live/live_720p/playlist.m3u8

ESPN,http://38.96.178.201:80/live/ESPNHD/index.m3u8
ESPN,http://143.244.60.30/ESPN/index.m3u8
ESPN,http://212.8.253.117/espn/index.m3u8
ESPN,http://41.205.93.154/ESPN/index.m3u8
Fox,http://38.96.178.201:80/live/FOXHD/index.m3u8
Fox,http://151.248.16.100:4444/Fox/index.m3u8
Fox,http://88.216.83.245/fox/index.m3u8
Fox,https://79.106.90.121/fox/index.m3u8
Fox,http://50.7.137.106:8080/FOX/index.m3u8?token=test
Fox News,http://38.96.178.201:80/live/FOXNEWS/index.m3u8
Fox News,http://247preview.foxnews.com/hls/live/2020027/fncv3preview/primary.m3u8
Fox News Now,https://fox-foxnewsnow-samsungus.amagi.tv/playlist.m3u8
Fox Sports 2,http://38.96.178.201:80/live/FOXSPORTS2/index.m3u8
Fox Sports 2,https://d17lgdx4t7a4od.cloudfront.net/out/v1/9143d1b1e45440b99f1fdc3a6a50c210/index_155.m3u8

Sky Sport,https://donelfantastic.github.io/live/skysportsNz8.m3u8
Sky Sport 1,https://donelfantastic.github.io/live/skysportsNz1.m3u8
Sky Sport 2,https://donelfantastic.github.io/live/skysportsNz2.m3u8
Sky Sport 3,https://donelfantastic.github.io/live/skysportsNz3.m3u8
Sky Sport 4,https://donelfantastic.github.io/live/skysportsNz4.m3u8
Sky Sport 5,https://donelfantastic.github.io/live/skysportsNz5.m3u8
Sky Sport 6,https://donelfantastic.github.io/live/skysportsNz6.m3u8
Sky Sport 7,https://donelfantastic.github.io/live/skysportsNz7.m3u8
Sky Sport 9,https://donelfantastic.github.io/live/skysportsNz9.m3u8

KYTV 韩国音乐,http://live.kytv.co.kr:8080/hls/stream.m3u8
Sbt,http://208.115.225.174:14173
HBO,http://208.115.225.174:14165
HBO 2,http://208.115.225.174:14140
HBO Mundi,http://208.115.225.174:14148
HBO signature,http://208.115.225.174:14160

📡  岗岗,#genre#

港台电视31,mitv://generationnexxxt.com:19806/e4b56cb972e940ee8be694602294d242
港台电视32,mitv://generationnexxxt.com:19806/9c0a161f9c59476584fe4d8effc125b6
HOY TV,mitv://generationnexxxt.com:19806/10c18372b612479086c1f259245543ff
﻿翡翠台(备),mitv://147.135.39.171:9906/657c8f940005cf8fa955b96f23e11195
J2,mitv://generationnexxxt.com:19806/6a623cf5c0bc4c96b8fd45a47af4a872
无线新闻台(备),mitv://147.135.39.171:9906/657c8f940000cdb0a955b82762a73640
无线新闻台,mitv://147.135.39.171:9906/657c8f93000dad85a955b78b7a3a4c4f
无线财经体育资讯台,mitv://generationnexxxt.com:19806/8bcc654c89f74ebdb4e82062ef5f998c
ViuTVsix,mitv://generationnexxxt.com:19806/ba99e7a39d9c4e74bacc5de14f58dcf6
ViuTV,mitv://generationnexxxt.com:19806/976916e8baee45a89d5e023224f7ab2b
凤凰中文台,mitv://generationnexxxt.com:19806/64e1ab2a000417167359b3ca0417008f
凤凰资讯台,mitv://generationnexxxt.com:19806/6684e9f6606f49fba9b6de846dbdcb64
凤凰香港台,mitv://generationnexxxt.com:19806/8e396c3ec52f4eee9e5b7868042b1bf2
TVB星河(粤),mitv://generationnexxxt.com:19806/0c08d9d705a747908c23ba652726d777
澳门-MACAU,mitv://generationnexxxt.com:19806/f9ba8df6f9ed45789e882211735e6414
澳门莲花,mitv://generationnexxxt.com:19806/4c56fbe4e68541a9a759fa269574f98b
now新闻台,mitv://generationnexxxt.com:19806/d7a5bbf5664945cc8589b36b8434d68d
HKC 18,mitv://generationnexxxt.com:19806/140377dc9e0848678d614d451d69af9e
戏曲台,mitv://generationnexxxt.com:19806/4c3b3c3a6c8849c3aa0fc9938859e134
TVB娱乐新闻台,mitv://generationnexxxt.com:19806/46bb3afe133d4cd8ac4b195c7f5f428c
翡翠台,mitv://147.135.39.171:9906/657c8f9400023bf0a955b8853ca47814
千禧经典台,mitv://generationnexxxt.com:19806/1a5b04c67ece47bb87aa482e2c73138a
Thrill,mitv://generationnexxxt.com:19806/1c3c73215afd42558101c3ee65737202
明珠台,mitv://generationnexxxt.com:19806/9993262cc067418a983f0c7ec18adef9
香港国际财经台,mitv://generationnexxxt.com:19806/6aa47af091b54d618d1513b1bc23b0b9
18台,mitv://generationnexxxt.com:19806/8bf8f53c61944785b13817297101af20
now财经台,mitv://generationnexxxt.com:19806/88f95058c046453a973e2540701ccb4e
美亚电影台(粤语),mitv://generationnexxxt.com:19806/ee16565eb5fe46be8d22cbbde1fa9fae
Hands Up,mitv://generationnexxxt.com:19806/7a79a82b627a417f897895b4adf874aa
粤语片台,mitv://generationnexxxt.com:19806/3a44c9c92439443494b8ecff6fdb2336
亚洲剧台,mitv://generationnexxxt.com:19806/ee081a662356489d8b2170952ec91d24
功夫台,mitv://generationnexxxt.com:19806/ef6373344abf4bedae4d49ac953c1742
HOY资讯台,mitv://generationnexxxt.com:19806/eb5a565eb80d40509f0a248018dfd337
黄金翡翠台,mitv://generationnexxxt.com:19806/864714d6ebe847edaa948e9104107f12

📡  湾湾,#genre#

民视,mitv://generationnexxxt.com:19806/7b046996e7d5417eb4a619194072bbc0
台视,mitv://generationnexxxt.com:19806/9868c18e3c0940cd8aa003d9ae54f862
大爱,mitv://generationnexxxt.com:19806/e89ec8c592484d88bc001e8d8a6c9e31
中视,mitv://generationnexxxt.com:19806/27826c4ed7234c0d8759bc7fe6786a18
霹雳台湾台,mitv://generationnexxxt.com:19806/dcdf778fe9ca4184ad6af3a911765cf0
华视,mitv://generationnexxxt.com:19806/761bc3c0662247d18b0db4da8070b7f4
公视,mitv://generationnexxxt.com:19806/5bc9388122b840f1abd2ff73c85049a6
好消息,mitv://generationnexxxt.com:19806/febf2282369d409d92d68514b72fc433
原住民电视台,mitv://generationnexxxt.com:19806/cb5b7549e3604100a605ca17c82808f5
客家电视台,mitv://generationnexxxt.com:19806/eafabb6e7c30439b8ecd35ad40a46a96
国家地理频道,mitv://generationnexxxt.com:19806/37a44d0af7634364a91f2fb8d9b9cf9b
探索频道,mitv://generationnexxxt.com:19806/9f2e92df32b34a569ad7e6818f4732fb
TLC旅游生活,mitv://generationnexxxt.com:19806/621ca70412034f5eb919c1ec03679804
动物星球,mitv://generationnexxxt.com:19806/5b41e724ea8e4e7eb92e3dac95589165
CN卡通频道,mitv://generationnexxxt.com:19806/f4dd909eedc64e6b9736e248aedf6d61
MOMO亲子台,mitv://generationnexxxt.com:19806/2f2d9ad70ce7410aa99f2b9fa1753dd4
东森幼幼台,mitv://generationnexxxt.com:19806/baa16215e2224e399f6dc71eb3576ed4
纬来综合台,mitv://generationnexxxt.com:19806/d40310ae8bba42569d3d90b4cf7d9928
八大第一台,mitv://generationnexxxt.com:19806/270abff66f5e496fb9c100a0dbca3fe6
八大综合台,mitv://generationnexxxt.com:19806/6c18a737c1394e59ae5072935d630f40
三立台湾台,mitv://generationnexxxt.com:19806/ff12e8f29f9b4f61a9b766709aa498f6
三立都会台,mitv://generationnexxxt.com:19806/7a36f98eee8e48a48ea64a1359083c8a
东森综合台,mitv://generationnexxxt.com:19806/a05a4d8b51f54013925315261a2c6aa9
超视,mitv://generationnexxxt.com:19806/5121f16c4b634c1683e9444aa68494b6
中天综合台,mitv://generationnexxxt.com:19806/d6433dcd1a2a4aacb1c63a81ae8f11e6
中天娱乐台,mitv://generationnexxxt.com:19806/6932151dd5a74b759a053f78a719fbf3
东森戏剧台,mitv://generationnexxxt.com:19806/4fae332a68a04f3fa77a158ac1fa4bce
八大戏剧台,mitv://generationnexxxt.com:19806/4eec82bd1e634ceab82b90e395116c83
TVBS欢乐台,mitv://generationnexxxt.com:19806/569aec3edbbc4267bd6f829b3d495d5a
纬来戏剧台,mitv://generationnexxxt.com:19806/69036778f8fc40729301e9e88aeee556
高点综合台,mitv://generationnexxxt.com:19806/462775e2153243fc92adec0793c638d0
BBC World News,mitv://generationnexxxt.com:19806/ecc7214268ee448ab42b65d9f2e2663a
CNBC,mitv://generationnexxxt.com:19806/b642a4ce45734a7190f0acbd8cd462dd
Bloomberg TV,mitv://generationnexxxt.com:19806/885bb543b9cb4bbeb5bcfe518fb90780
HITS,mitv://generationnexxxt.com:19806/a65416c2039f4644aeef10da853fb928
壹电视新闻台,mitv://generationnexxxt.com:19806/31dad83ef5b74c5db225482cd2e0fbae
年代新闻,mitv://generationnexxxt.com:19806/95f67e884d88463e907c301d05fa68b7
东森新闻台,mitv://generationnexxxt.com:19806/e1a899eded4d48578084c61957fb8c2b
中天新闻台,mitv://generationnexxxt.com:19806/bd9064ee198045a386f1f2dba5073f4e
民视新闻台,mitv://generationnexxxt.com:19806/d24f18e610d248b7a450d29492b37ebf
三立新闻台,mitv://generationnexxxt.com:19806/9388262af2604cc798800736d070d39e
TVBS新闻台,mitv://generationnexxxt.com:19806/6a155a5d7bea461b980b4fa559119a60
TVBS,mitv://generationnexxxt.com:19806/9fb651a7ec2e402588a0752ba1035476
东森财经新闻台,mitv://generationnexxxt.com:19806/9193e5efd94f4991ba8bfbc98bdc3f19
非凡新闻台,mitv://generationnexxxt.com:19806/02f80f7aad2c480992e06e1bd8a7facb
卫视电影台,mitv://generationnexxxt.com:19806/f5f1de75dbbf48e2a21a498977ffb8e4
东森电影台,mitv://generationnexxxt.com:19806/08435f286ac744a0942899c551209779
纬来电影台,mitv://generationnexxxt.com:19806/429796f5f00946fa933e400729286c7e
龙祥电影,mitv://generationnexxxt.com:19806/78502c9b515845a7baca6a3a6ea88b8a
HBO,mitv://generationnexxxt.com:19806/37f11d742fee447ab15f07db28095bd6
东森洋片台,mitv://generationnexxxt.com:19806/5e8420f5477344b9b7b39d9e96162ce1
AXN,mitv://generationnexxxt.com:19806/893f7dec641a42458f47ccfbd93525ba
好莱坞电影台,mitv://generationnexxxt.com:19806/9862f4958472458ca2ebc718bb92a5c6
CINEMAX,mitv://generationnexxxt.com:19806/fd7fd316ff5f4ae0a79d274a86483a4f
纬来育乐台,mitv://generationnexxxt.com:19806/78b57c4d9e644fafafe01588c43b4787
纬来体育台,mitv://generationnexxxt.com:19806/79090c69d43040148deaa21d5e26c32a
ELEVEN体育1台,mitv://generationnexxxt.com:19806/fcfde35352d5464f9ed1c711ef2d05b1
JET综合台,mitv://generationnexxxt.com:19806/cbd0c62dcb2a45cfa04f672fb2c49d14
国兴卫视,mitv://generationnexxxt.com:19806/18aaee00d2af442ebb4592e15f7b2a20
STAR World,mitv://generationnexxxt.com:19806/e60c9c99922d4fed8cfb3a8333f2d360
Z频道,mitv://generationnexxxt.com:19806/8789d946039740bda334150ac3138166
Animax,mitv://generationnexxxt.com:19806/22f75ace87a545aab39a2e4cd244bbad
尼克儿童频道,mitv://generationnexxxt.com:19806/879f28be19bc47df84ad3d5470be58d0
八大娱乐台,mitv://generationnexxxt.com:19806/cea44ead76804413bd48caf76c5c2749
三立iNEWS,mitv://generationnexxxt.com:19806/ac384b2c9a4a47c3a538f9116ab7e4d8
龙华偶像,mitv://generationnexxxt.com:19806/5b720b1e1b404f129e7009363d3035f8
tvN,mitv://generationnexxxt.com:19806/5653c9fb655842ee99b4590ff903efe7
France24,mitv://generationnexxxt.com:19806/72d5e1665d3e4b729ff9dbd4325e8694
非凡商业台,mitv://generationnexxxt.com:19806/0c1ba96949414628ae64fc70c3354e7b
公视3台,mitv://generationnexxxt.com:19806/95f2ed538e044aac891abfe6a9ce6ba7
大爱2台,mitv://generationnexxxt.com:19806/2036b83c58e344c782eb154b233c8c77
ELTV生活英语台,mitv://generationnexxxt.com:19806/78c0f08e89a844ef89d6803bce27a827
靖洋卡通Nice Bingo,mitv://generationnexxxt.com:19806/1279fb2d1ae14676a31b2e5b38a2cd57
靖天卡通台,mitv://generationnexxxt.com:19806/0e27e5f319264b609ec810e126edf969
